VIN (1-10);County;City;State;Postal Code;Model Year;Make;Model;Electric Vehicle Type;Clean Alternative Fuel Vehicle (CAFV) Eligibility;Electric Range;Base MSRP;Legislative District;DOL Vehicle ID;Vehicle Location;Electric Utility;2020 Census Tract;Descuentos;Precio Final
5YJSA1E24G;Snohomish;Snohomish;WA;98290;2016;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;210;69900;39;107414310;POINT (-122.091505 47.915555);PUGET SOUND ENERGY INC;53061052203;6642;63258
1G1FY6S07K;Skagit;Burlington;WA;98233;2019;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;59900;10;476245458;POINT (-122.33079 48.474765);PUGET SOUND ENERGY INC;53057951900;23416;36484
5YJ3E1EA7J;Snohomish;Mukilteo;WA;98275;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;21;256847594;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061042005;12063;57837
5YJ3E1EA9K;King;Seattle;WA;98119;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;69900;36;179764595;POINT (-122.363815 47.63046);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007101;27937;41963
5YJ3E1EB8J;Thurston;Olympia;WA;98501;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;31950;22;213472598;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067011721;7997;23953
1G1RD6E45F;Kitsap;Bremerton;WA;98312;2015;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;69900;35;151601180;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035080600;20473;49427
1N4AZ0CP7G;King;Seattle;WA;98122;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;69900;37;114317024;POINT (-122.30839 47.610365);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033007800;14997;54903
JN1AZ0CP6C;Snohomish;Snohomish;WA;98296;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;69900;1;184587301;POINT (-122.15134 47.8851158);PUGET SOUND ENERGY INC;53061052112;17827;52073
5YJ3E1EA8J;Snohomish;Edmonds;WA;98026;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;21;129526386;POINT (-122.335685 47.80372);PUGET SOUND ENERGY INC;53061050102;14630;55270
5YJXCAE24G;Kittitas;Cle Elum;WA;98922;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;36800;13;200881586;POINT (-120.938305 47.195355);PUGET SOUND ENERGY INC;53037975104;11649;25151
WA1F2AFY8N;Yakima;Yakima;WA;98908;2022;AUDI;Q5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;23;59900;14;202295537;POINT (-120.6027202 46.5965625);PACIFICORP;53077002801;16894;43006
1N4BZ1CP7K;Yakima;Tieton;WA;98947;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;69900;14;8518268;POINT (-120.75692 46.70383);PACIFICORP;53077002900;13856;56044
1C4JJXR60M;Snohomish;Lake Stevens;WA;98258;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;44;156563550;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607;15728;54172
5YJSA1H14E;Kittitas;Ronald;WA;98940;2014;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;13;117341703;POINT (-121.0551802 47.2555714);PUGET SOUND ENERGY INC;53037975101;0;69900
5UXKT0C58J;Spokane;Spokane;WA;99204;2018;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;13;69900;3;104929513;POINT (-117.43167 47.64724);MODERN ELECTRIC WATER COMPANY;53063004100;13404;56496
3FA6P0PU2H;Snohomish;Everett;WA;98208;2017;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;44;4385;POINT (-122.2247757 47.9156409);PUGET SOUND ENERGY INC;53061052121;11356;58544
5YJ3E1EB9J;Stevens;Evans;WA;99126;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;7;474586927;POINT (-117.9557577 48.6879951);AVISTA CORP;53065950101;16155;36745
1N4AZ1CP5J;Snohomish;Monroe;WA;98272;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;151;52900;39;254586097;POINT (-121.972215 47.85674);PUGET SOUND ENERGY INC;53061052204;16488;36412
JN1AZ0CP1C;Skagit;Anacortes;WA;98221;2012;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;44100;40;226599985;POINT (-122.615305 48.501275);PUGET SOUND ENERGY INC;53057940201;7348;36752
WBY8P6C54K;Snohomish;Everett;WA;98208;2019;BMW;I3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;153;69900;44;327041921;POINT (-122.2247757 47.9156409);PUGET SOUND ENERGY INC;53061041605;10322;59578
5YJ3E1EB4J;Snohomish;Bothell;WA;98021;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;36800;1;342615738;POINT (-122.179458 47.802589);PUGET SOUND ENERGY INC;53061051926;8166;28634
1FADP5CU2F;Snohomish;Lynnwood;WA;98036;2015;FORD;C-MAX;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;32;114902350;POINT (-122.316675 47.819365);PUGET SOUND ENERGY INC;53061051500;21049;48851
1N4AZ0CP4F;King;Vashon;WA;98070;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;36800;34;3734580;POINT (-122.46049 47.44873);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033027702;13125;23675
1C4RJYB62N;Kitsap;Bremerton;WA;98312;2022;JEEP;GRAND CHEROKEE;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;35;228722287;POINT (-122.65223 47.57192);PUGET SOUND ENERGY INC;53035091400;22078;47822
1G1FX6S05H;Skagit;Mount Vernon;WA;98273;2017;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;59900;10;115207123;POINT (-122.338975 48.41333);PUGET SOUND ENERGY INC;53057952100;13130;46770
5YJ3E1EA4J;Snohomish;Lynnwood;WA;98036;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;32;195537905;POINT (-122.316675 47.819365);PUGET SOUND ENERGY INC;53061051701;20260;49640
JTDKARFP3K;Walla Walla;Walla Walla;WA;99362;2019;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;69900;16;218044851;POINT (-118.34332 46.063985);PACIFICORP;53071920200;22842;47058
5YJSA1V26F;Snohomish;Monroe;WA;98272;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;31950;39;282629063;POINT (-121.972215 47.85674);PUGET SOUND ENERGY INC;53061052203;10110;21840
1C4JJXN61P;Walla Walla;Walla Walla;WA;99362;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;59900;16;231011280;POINT (-118.34332 46.063985);PACIFICORP;53071920902;8410;51490
5YJ3E1EB8J;King;Issaquah;WA;98027;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;31950;5;111499111;POINT (-122.03646 47.534065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032002;8409;23541
5UXTA6C0XN;Snohomish;Edmonds;WA;98020;2022;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;69900;32;202055745;POINT (-122.37507 47.80807);PUGET SOUND ENERGY INC;53061050700;24987;44913
5YJXCDE24L;Snohomish;Everett;WA;98208;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;52900;21;128631331;POINT (-122.2247757 47.9156409);PUGET SOUND ENERGY INC;53061041606;18572;34328
5UXTA6C06P;Skagit;Anacortes;WA;98221;2023;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;44100;40;236512027;POINT (-122.615305 48.501275);PUGET SOUND ENERGY INC;53057940700;13236;30864
1N4AZ1CP1J;Snohomish;Lynnwood;WA;98036;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;151;69900;32;123306284;POINT (-122.316675 47.819365);PUGET SOUND ENERGY INC;53061051929;17453;52447
5YJ3E1EB0K;Whitman;Pullman;WA;99163;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;69900;9;226160903;POINT (-117.17912 46.730885);AVISTA CORP;53075000602;20394;49506
5YJ3E1EA9J;Yakima;Yakima;WA;98908;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;44100;14;259192566;POINT (-120.6027202 46.5965625);PACIFICORP;53077000402;6328;37772
JN1AZ0CP3B;Yakima;Yakima;WA;98908;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;59900;14;347738905;POINT (-120.6027202 46.5965625);PACIFICORP;53077002804;7515;52385
5UXTA6C08M;Yakima;Yakima;WA;98901;2021;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;36800;15;144618841;POINT (-120.500225 46.6043);PACIFICORP;53077001602;3410;33390
WBY2Z2C53F;Thurston;Yelm;WA;98597;2015;BMW;I8;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;69900;2;154666788;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012421;22508;47392
1G1RC6S56H;Yakima;Yakima;WA;98908;2017;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;69900;14;108867573;POINT (-120.6027202 46.5965625);PACIFICORP;53077000902;7492;62408
1N4AZ0CP9D;Snohomish;Everett;WA;98203;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;31950;38;184223273;POINT (-122.213105 47.95479);PUGET SOUND ENERGY INC;53061041201;8150;23800
5YJXCBE29J;Skagit;La Conner;WA;98257;2018;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;238;69900;10;111526327;POINT (-122.5135345 48.3829111);PUGET SOUND ENERGY INC;53057952100;17457;52443
1G1RC6S50J;Skagit;Burlington;WA;98233;2018;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;53;36800;40;192335440;POINT (-122.33079 48.474765);PUGET SOUND ENERGY INC;53057951600;10024;26776
1C4JJXR65M;Yakima;Selah;WA;98942;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;59900;15;183340601;POINT (-120.54188 46.654175);PACIFICORP;53077003100;6015;53885
5YJXCAE24H;;;BC;;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;59900;;159850029;;;;12945;46955
1N4AZ1CP3J;King;Issaquah;WA;98027;2018;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;151;44100;5;338287428;POINT (-122.03646 47.534065);PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA);53033032102;8665;35435
5YJSA1E21J;;;AE;;2018;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;249;69900;;220643132;;;;24857;45043
5YJXCBE25G;Snohomish;Snohomish;WA;98296;2016;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;52900;1;113292427;POINT (-122.15134 47.8851158);PUGET SOUND ENERGY INC;53061052108;14104;38796
5UXKT0C5XH;Snohomish;Bothell;WA;98021;2017;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;14;69900;1;106314946;POINT (-122.179458 47.802589);PUGET SOUND ENERGY INC;53061051918;14082;55818
5YJXCBE26K;Snohomish;Edmonds;WA;98020;2019;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;69900;21;175674467;POINT (-122.37507 47.80807);PUGET SOUND ENERGY INC;53061050502;16128;53772
JN1AZ0CPXB;Island;Oak Harbor;WA;98277;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;69900;10;240455477;POINT (-122.6788673 48.2897314);PUGET SOUND ENERGY INC;53029970300;12396;57504
1N4BZ0CP5G;Skagit;Anacortes;WA;98221;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;52900;40;164023471;POINT (-122.615305 48.501275);PUGET SOUND ENERGY INC;53057940401;9783;43117
7FCTGAAA3N;Walla Walla;Walla Walla;WA;99362;2022;RIVIAN;R1T;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;16;236662184;POINT (-118.34332 46.063985);PACIFICORP;53071920902;10799;59101
1G1RF6E4XD;Island;Langley;WA;98260;2013;CHEVROLET;VOLT;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;38;59900;10;165553083;POINT (-122.408015 48.03557);PUGET SOUND ENERGY INC;53029972000;17576;42324
5UXTA6C08P;Island;Oak Harbor;WA;98277;2023;BMW;X5;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;30;31950;10;228275652;POINT (-122.6788673 48.2897314);PUGET SOUND ENERGY INC;53029970601;8550;23400
JN1AZ0CP4B;Snohomish;Everett;WA;98208;2011;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;73;69900;44;214353912;POINT (-122.2247757 47.9156409);PUGET SOUND ENERGY INC;53061041605;11464;58436
5YJ3E1EB5P;Whitman;Pullman;WA;99163;2023;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;9;221182468;POINT (-117.17912 46.730885);AVISTA CORP;53075000400;6768;63132
KNAGV4LD2H;Snohomish;Lake Stevens;WA;98258;2017;KIA;OPTIMA;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;29;69900;44;147938556;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052711;19274;50626
WBA33AG09P;Chelan;Cashmere;WA;98815;2023;BMW;530E;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;18;69900;12;233861736;POINT (-120.4687 47.5173233);PUD NO 1 OF CHELAN COUNTY;53007960501;14165;55735
5YJ3E1EBXL;Kitsap;Bremerton;WA;98311;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;322;69900;23;259171342;POINT (-122.6466274 47.6341188);PUGET SOUND ENERGY INC;53035091900;6976;62924
1N4AZ1CP1K;Thurston;Yelm;WA;98597;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;52900;20;100583633;POINT (-122.61023 46.94126);PUGET SOUND ENERGY INC;53067012510;8951;43949
1C4JJXN60P;Whitman;Pullman;WA;99163;2023;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;21;69900;9;252347217;POINT (-117.17912 46.730885);AVISTA CORP;53075000300;14497;55403
5YJSA1E23L;Snohomish;Mukilteo;WA;98275;2020;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;330;69900;21;6155635;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061042001;22407;47493
WAUUPBFF7J;Snohomish;Lake Stevens;WA;98258;2018;AUDI;A3;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;16;69900;44;194842364;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052607;18412;51488
1C4JJXP60M;Snohomish;Mukilteo;WA;98275;2021;JEEP;WRANGLER;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;31950;21;167310531;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061042005;10187;21763
3FA6P0SU7E;Grant;Moses Lake;WA;98837;2014;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;13;208009469;POINT (-119.2599876 47.1240154);PUD NO 2 OF GRANT COUNTY;53025011102;14188;55712
KNDPZDAH5P;Snohomish;Mill Creek;WA;98012;2023;KIA;SPORTAGE;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;34;69900;44;244217312;POINT (-122.1873 47.820245);PUGET SOUND ENERGY INC;53061041704;18372;51528
1N4BZ0CP8G;Kitsap;Bainbridge Island;WA;98110;2016;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;36800;23;141242853;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035090700;4931;31869
5YJ3E1EB2J;Snohomish;Stanwood;WA;98292;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;52900;10;111705415;POINT (-122.3684051 48.2414921);PUGET SOUND ENERGY INC;53061053202;21158;31742
KNDCC3LG1L;Snohomish;Monroe;WA;98272;2020;KIA;NIRO;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;239;59900;39;138980376;POINT (-121.972215 47.85674);PUGET SOUND ENERGY INC;53061052208;12715;47185
3C3CFFGE1J;Snohomish;Mukilteo;WA;98275;2018;FIAT;500;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;59900;21;216974579;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061041301;19878;40022
1N4BZ1CP7K;Skagit;La Conner;WA;98257;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;52900;10;230256323;POINT (-122.5135345 48.3829111);PUGET SOUND ENERGY INC;53057940802;18648;34252
1N4AZ0CP7F;Snohomish;Lynnwood;WA;98037;2015;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;84;69900;32;138371796;POINT (-122.297265 47.84182);PUGET SOUND ENERGY INC;53061051602;8810;61090
5YJ3E1EA9L;Snohomish;Monroe;WA;98272;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;69900;39;150141141;POINT (-121.972215 47.85674);PUGET SOUND ENERGY INC;53061052203;23856;46044
1N4AZ1CP0K;Thurston;Olympia;WA;98512;2019;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;150;59900;35;190278315;POINT (-122.9131017 47.0135926);PUGET SOUND ENERGY INC;53067011901;17803;42097
5YJ3E1EAXJ;Whitman;Pullman;WA;99163;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;69900;9;200479478;POINT (-117.17912 46.730885);AVISTA CORP;53075000202;24336;45564
5YJXCDE2XL;Snohomish;Lake Stevens;WA;98258;2020;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;289;59900;44;6320611;POINT (-122.112265 48.0047);PUGET SOUND ENERGY INC;53061052605;22814;37086
1G1FY6S04L;Thurston;Olympia;WA;98501;2020;CHEVROLET;BOLT EV;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;259;69900;22;103625427;POINT (-122.89692 47.043535);PUGET SOUND ENERGY INC;53067010400;22528;47372
JTDKARFP5K;Thurston;Lacey;WA;98503;2019;TOYOTA;PRIUS PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;25;31950;22;474517963;POINT (-122.8285 47.03646);PUGET SOUND ENERGY INC;53067011300;11759;20191
5YJSA1E20F;Yakima;Yakima;WA;98903;2015;TESLA;MODEL S;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;208;69900;14;233774187;POINT (-120.477805 46.553505);PACIFICORP;53077002803;5888;64012
KL8CL6S09G;Snohomish;Mukilteo;WA;98275;2016;CHEVROLET;SPARK;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;82;59900;21;478627558;POINT (-122.299965 47.94171);PUGET SOUND ENERGY INC;53061042001;20097;39803
1N4AZ0CP2D;Skagit;Anacortes;WA;98221;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;36800;40;131910502;POINT (-122.615305 48.501275);NO KNOWN ELECTRIC UTILITY SERVICE;53057950100;5511;31289
5YJ3E1EA3L;Thurston;Olympia;WA;98516;2020;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;266;52900;22;125755003;POINT (-122.7474291 47.0821119);PUGET SOUND ENERGY INC;53067012221;16403;36497
5YJXCAE21H;Snohomish;Snohomish;WA;98296;2017;TESLA;MODEL X;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;200;69900;44;211263118;POINT (-122.15134 47.8851158);PUGET SOUND ENERGY INC;53061052008;13176;56724
5YJ3E1EB7K;Snohomish;Lynnwood;WA;98036;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;36800;32;342608066;POINT (-122.316675 47.819365);PUGET SOUND ENERGY INC;53061051930;12927;23873
YV4H60DP5R;Thurston;Lacey;WA;98503;2024;VOLVO;XC60;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;35;44100;22;257391242;POINT (-122.8285 47.03646);PUGET SOUND ENERGY INC;53067011300;17062;27038
KNDCC3LD8J;Snohomish;Woodway;WA;98020;2018;KIA;NIRO;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;26;69900;32;227902741;POINT (-122.37507 47.80807);PUGET SOUND ENERGY INC;53061050600;24296;45604
5YJ3E1EA1J;Yakima;Yakima;WA;98908;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;59900;15;182432071;POINT (-120.6027202 46.5965625);PACIFICORP;53077003400;11147;48753
5YJ3E1EB5N;Whitman;Pullman;WA;99163;2022;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;9;194305317;POINT (-117.17912 46.730885);AVISTA CORP;53075000500;19092;50808
1N4AZ0CP8D;King;Seattle;WA;98104;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;69900;37;117179142;POINT (-122.329075 47.6018);CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA);53033008102;22031;47869
1N4AZ0CP7D;Snohomish;Snohomish;WA;98290;2013;NISSAN;LEAF;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;75;69900;44;208697842;POINT (-122.091505 47.915555);PUGET SOUND ENERGY INC;53061052301;13502;56398
WBY2Z6C53K;Grant;Moses Lake;WA;98837;2019;BMW;I8;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;17;69900;13;166321998;POINT (-119.2599876 47.1240154);PUD NO 2 OF GRANT COUNTY;53025011002;17570;52330
5YJ3E1EA3J;Snohomish;Bothell;WA;98012;2018;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;215;31950;1;151162378;POINT (-122.1873 47.820245);PUGET SOUND ENERGY INC;53061051921;3795;28155
5YJ3E1EB9K;Yakima;Selah;WA;98942;2019;TESLA;MODEL 3;Battery Electric Vehicle (BEV);Clean Alternative Fuel Vehicle Eligible;220;52900;15;170947108;POINT (-120.54188 46.654175);PACIFICORP;53077003200;19067;33833
3FA6P0PU9F;Skagit;Mount Vernon;WA;98273;2015;FORD;FUSION;Plug-in Hybrid Electric Vehicle (PHEV);Not eligible due to low battery range;19;69900;40;9624667;POINT (-122.338975 48.41333);PUGET SOUND ENERGY INC;53057952303;24138;45762
7SAYGDEE4P;Kitsap;Bainbridge Island;WA;98110;2023;TESLA;MODEL Y;Battery Electric Vehicle (BEV);Eligibility unknown as battery range has not been researched;0;69900;23;258535644;POINT (-122.5235781 47.6293323);PUGET SOUND ENERGY INC;53035091002;21872;48028
JTMFB3FV6N;Kitsap;Seabeck;WA;98380;2022;TOYOTA;RAV4 PRIME;Plug-in Hybrid Electric Vehicle (PHEV);Clean Alternative Fuel Vehicle Eligible;42;52900;35;255103145;POINT (-122.847462 47.63836);PUGET SOUND ENERGY INC;53035092000;16409;36491
